usdot_number,prefix,docket_number,legal_name,dba_name,city,state
2359655,MC,797539,7 STARS BROKER,,ALPHA,NJ
3626706OOS,MC,1240901,7 TWENTY LOGISTICS LLC,,WEEHAWKEN,NJ
3017253OOS,MC,44940,7 TWO 7 TRANSPORT CORP,,UNION CITY,NJ
3831306,MC,1389911,7 WIN TURBO TRUCKING CORP,,PARAMUS,NJ
2996995OOS,MC,22040,70 LOGISTICS,,NEWARK,NJ
3434186,MC,1113532,701 TRUCKING SERVICES LLC,,AVENEL,NJ
2572678,MC,905687,706 CHANCELLOR AVENUE TRUCKING LIMITED LIABILITY COMPANY,,NEWARK,NJ
3621109,MC,1236930,718 TRANSPORTATION INC,,SAYREVILLE,NJ
2249104,MC,751086,732 LOGISTICS LLC,,RED BANK,NJ
4204166,MC,1622436,760 TRANSPORT LLC,,JAMESBURG,NJ
252889,MC,174424,"777 TRANSPORT, INC.",,CARLSTADT,NJ
2932614,MC,990432,786 EXPRESS CORP,,CARTERET,NJ
,MC,637450,786 TRANSPORT INC,,BUDD LAKE,NJ
2844798,MC,953563,786 TRANSPORT LLC,,KEYPORT,NJ
3994249,MC,1499313,786 TRUCKING INC,,ISELIN,NJ
4011237,MC,1510352,7AVAGE LOGISTICS LLC,,N BRUNSWICK,NJ
2379354,MC,817060,7G5B TRUCKING LLC,,LINDEN,NJ
3614466,MC,1232302,7MST LOGISTICS CORP,,ELIZABETH,NJ
3813601,MC,1377247,7OD'S AVE LLC,,TRENTON,NJ
3671115,MC,1273034,8 BALL TRUCKING LLC,,WEST DEPTFORD,NJ
3637547,MC,1248701,8 BROTHERS ENTERTAINMENT,,HIGHLAND LKS,NJ
3389869,MC,1089287,8 PROSPECT PASSAIC LLC,,OAKLAND,NJ
4117731,MC,1574807,8 STARS LOGISTICS CORP,,BAYONNE,NJ
3666185,MC,1303661,80'S BABIES TRANSPORTATION LLC,,NEWARK,NJ
1397955,MC,1001819,800 BROTHERS TRANSPORT LLC,,PLAINFIELD,NJ
3877327,MC,1421411,800 LOGISTICS LLC,,NEWARK,NJ
3303004,MC,1047845,800 SHUTTLE LLC,,BERGEN,NJ
2876211,MC,965200,809 LOGISTICS LLC,,PASSAIC,NJ
2467852,MC,853140,809 TOWING SERVICES LLC,,JERSEY CITY,NJ
3465584,MC,1615480,809 TRANSPORT LLC,,CARTERET,NJ
,MC,1132668,809 TRANSPORT LLC,,CARTERET,NJ
2525896,MC,1301825,809 TRANSPORTATION LLC,,DEPTFORD,NJ
4070619,MC,1546409,80S EXPRESS INC,,LAWRENCEVILLE,NJ
3606068,MC,533109,828 FREIGHT SERVICES INC.,,CAMDEN,NJ
4009676,MC,1509351,828 LOGISTICS SOLUTIONS LLC,,LINDEN,NJ
,MC,1396226,8288 LOGISTICS INC,,PISCATAWAY,NJ
2578837,MC,902533,829TRANS INC,,NEW BRUNSWICK,NJ
2102262,MC,733158,831 ENTERPRISE INC,,MANVILLE,NJ
,FF,61483,850 ESTATES ENTERPRISE LLC,,WAYNE,NJ
,MC,1579275,850 ESTATES ENTERPRISE LLC,,WAYNE,NJ
3648525,MC,1256707,856 LOGISTICS LLC,856 LOGISTICS,VINELAND,NJ
3341284,MC,1066508,856 STEWARD TRUCKING IT LLC,,VINELAND,NJ
3216538,MC,1005713,856 TRUCKING LLC,,VINELAND,NJ
1824008,MC,661821,8648069 CANADA INC,GREEN LANE LOGISTICS,UNION,NJ
2081143OOS,MC,727424,866-868 S 17TH STREET LLC,M&S TRANSPORTATION,CRANFORD,NJ
3852212,MC,1404489,876 DELIVERY SERVICES LLC,,WEST ORANGE,NJ
,FF,45189,876TRUCKING LLC,,NEWARK,NJ
3557518,MC,1193657,876TRUCKING LLC,,NEWARK,NJ
,FF,23674,87K LOGISTICS,,ELIZABETH,NJ
2822930,MC,941646,88 EXPRESS INC,,IRVINGTON,NJ
3014193,MC,30801,88 FREIGHT LLC,,PINE BROOK,NJ
,MC,535065,"88 LOGISTICS NJ, INC.",,LINDEN,NJ
3219830,MC,1007407,88 TRUCKING LLC,,ISELIN,NJ
2429462,MC,837362,881 HK INC,,NEWARK,NJ
3026693,MC,37284,881 SERVICE INC,,NEWARK,NJ
4057732OOS,MC,1539030,899 TRANSPORTATION EXPRESS LLC,,ELMER,NJ
4039243,MC,1528062,8ROTH3R'Z LOGISTICS LLC,,CLEMENTON,NJ
1360496,MC,521379,900 COMMODORE LLC,SEAGULL STORAGE PARTNERS,FARMINGDALE,NJ
4160060,MC,1598584,9099 LOGISTICS LLC,,CINNAMINSON,NJ
2846701,MC,954588,911 AUTO MOVERS LLC,,ELIZABETH,NJ
2111678,MC,736432,911 MOTOR CARRIER INC,,NORTH BERGEN,NJ
3272949,MC,1033568,911 MOVE NOW LLC,1/2 PRICE MOVERS,HIGHLAND PARK,NJ
3147595,MC,103010,9314-5761 QUEBEC INC,ZK  LOGISTICS,NEWARK,NJ
3781633,MC,1353934,95 TRUCKING LLC,,PERTH AMBOY,NJ
4094484,MC,1560538,987 TRUCKING INC,,SOUTH PLAINFIELD,NJ
3382289,MC,1085756,99 TRANSPORT LLC,,NORTH BERGEN,NJ
3545744,MC,1185587,99 TRUCKING INC,,PRINCETON,NJ
244819,MC,171834,995 CORPORATION,,ASBURY PARK,NJ
3931860,MC,1457514,999 FREIGHT LLC,,HAMILTON TOWNSHIP,NJ
3542744,MC,1183472,999 TRUCKING,,E BRUNSWICK,NJ
3170378,MC,117843,A  &  J  FREIGHT TRANSPORT LLC,,NEWARK,NJ
3129552,MC,92378,A  & I ELITE TRANSPORT LLC,,HOBOKEN,NJ
3174708,MC,121951,A  FOOTE REPAIR SERVICE LLC,,MONROEVILLE,NJ
,MC,5080,A  J  JERSEY INC,,S PLAINFIELD,NJ
1649403OOS,MC,607175,A & A BUSINESS TRANSPORTATION INC,,CLIFTON,NJ
746807,MC,364335,"A & A BUSINESS TRANSPORTATION, INC.",,CLIFTON,NJ
,MC,164917,"A & A CHARTER SERVICE, INC.",,JERSEY CITY,NJ
2865440,MC,966449,A & A CONTAINER SERVICES LLC,,KEYPORT,NJ
2083259,MC,727146,A & A DELIVERY SERVICES LLC,,CARLSTADT,NJ
,MC,78452,A & A DELIVERY SERVICES LLC,,PERTH AMBOY,NJ
2299240,MC,785088,A & A EXPRESS LLC,,SADDLE BROOK,NJ
3306637OOS,MC,1049600,A & A EXPRESS NJ INC,,TOMS RIVER,NJ
3685759,MC,1283813,A & A EXPRESS TRUCKING LLC,,MANALAPAN,NJ
2945021,MC,996696,A & A HAULING LLC,,CLARK,NJ
1982340,MC,744369,A & A LOGISTIC LLC,,PLAINFIELD,NJ
3791979,MC,1361616,A & A LOGISTICS AND TRANSPORT,,WOODBRIDGE,NJ
3443580,MC,1119071,A & A LOGISTICS EXPRESS CORP,,HILLSIDE,NJ
4171906,MC,1604804,A & A OJEDA TRANSPORT LLC,,ELIZABETH,NJ
,MC,643383,A & B LIMOUSINES LLC,,RANDOLPH,NJ
3091815OOS,MC,71992,A & B LOGISTICS LLC,,PATERSON,NJ
1249743,MC,172491,A & B SARDINA MOVING & STORAGE,,CLIFFSIDE PARK,NJ
,MC,207970,A & C BUS CORP.,,JERSEY CITY,NJ
3876082OOS,MC,1420575,A & C DELIVERY SERVICES LLC,,TOM RIVER,NJ
1708720,MC,696944,A & C EXPRESS CORP,,SOUTH RIVER,NJ
3808806,MC,1373711,A & D CIRIACO LLC,,N PLAINFIELD,NJ
3435976,MC,1117041,A & D COURIER LLC,,PEMBERTON,NJ
85785,MC,134919,"A & D EXPRESS, INC.",,NORTH BRUNSWICK,NJ
3338503,MC,1065158,A & D TRANSIT LLC,,WEST NEW YORK,NJ
1997699,MC,729809,A & D TRANSPORT LLC,,CLAYTON,NJ
736619,MC,407971,"A & E HAULING, INC.",,PINE BROOK,NJ
3300065,MC,1046555,A & F TRANSPORT LLC,,MARLTON,NJ
1909684,MC,684875,A & F TRUCKING INC,,CLIFTON,NJ
3291141,MC,1042208,A & F WHOLESALER CORP,,LAKEWOOD,NJ
117438,MC,94807,A & G TRUCKING COMPANY,,UNION,NJ
3166872,MC,115184,A & G XPRESS CORP,,POMPTON LAKES,NJ
2114587,MC,737132,A & H LOGISTICS LLC,,DUMONT,NJ
2855767,MC,956195,A & H LOGISTICS LLC,,NORTH BERGEN,NJ
3545517,MC,1185421,A & H TRUCKING AND LOGISTICS CORP,,ELIZABETH,NJ
2544099,MC,885461,A & H TRUCKING INC,,CARTERET,NJ
3432062,MC,1112287,A & J ASSEMBLY LLC,,NEWARK,NJ
861534,MC,382100,A & J AUTO TRANSPORT L.L.C.,,WATERFORD WORKS,NJ
3679171,MC,1278911,A & J AZOGUE CORP,,RIDGEFIELD PK,NJ
493798,MC,255379,"A & J BULK TRANSPORTATION, INC.",,TRENTON,NJ
4187341,MC,1613167,A & J CARGO EXPRESS LLC,,PERTH AMBOY,NJ
2240423,MC,621053,A & J CONSULTING LLC,,ABERDEEN,NJ
4144907,MC,1589982,A & J DELIVERY SERVICES LLC,,WILLIAMSTOWN,NJ
,MC,237339,"A & J FORWARDERS, INC.",,NEWARK,NJ
4216612,MC,1629119,A & J FREIGHT LINE INC,,EDISON,NJ
1417646,MC,536412,A & J HAULERS INC,,E RUTHERFORD,NJ
4146121,MC,1590677,A & J HAULING TRANSPORT LLC,,PENNSAUKEN,NJ
3281775,MC,1037680,A & J LOGISTICS LLC,,PERTH AMBOY,NJ
3691773,MC,1288241,A & J METRO TRASPORTATION INCORPORATED,,ELIZABETH,NJ
3428955,MC,1110437,A & J ONE TRANSPORT INC,,SOUTH AMBOY,NJ
2029876,MC,713074,A & J PROFESSIONAL PAINTING INC,JCM TRUCKING,SOMERVILLE,NJ
2057544,MC,742358,A & J ROAD SERVICES INC,,SOUTH PLAINFIELD,NJ
1584077,MC,586492,A & J SANCHEZ TRANSPORT L L C,,ELIZABETH,NJ
2449037,MC,845295,A & J SERVICES INC,,OLD BRIDGE,NJ
,MC,147063,A & J TRANS PLUS INC.,,NEWARK,NJ
512084,MC,261200,A & J TRANSTAR CORPORATION,,S. KEARNY,NJ
3352142,MC,1071883,A & J TRUCKING LOG LLC,,LINDEN,NJ
442200,MC,241513,"A & J TRUCKING, INC.",,HACKETTSTOWN,NJ
3867259,MC,1414730,A & K ASUO TRUCKING LLC,,NEWARK,NJ
3654290,MC,1260809,A & K PURPLE ENTERPRISES LLC,,SALEM,NJ
1717008,MC,672097,A & K TRANSPORTATION LLC,,HACKENSACK,NJ
909182,MC,641185,A & K TRUCKING INC,,BLAIRSTOWN,NJ
3583913,MC,1211562,A & K TRUCKING SERVICES LLC,,CLINTON,NJ
2423094,MC,834724,A & L CARRIERS LLC,,MORALTON,NJ
2423094,MC,834723,A & L CARRIERS LLC,,MARLTON,NJ
2284334,MC,780259,A & L ENTERPRISES CORP,,TEANECK,NJ
3750259,MC,1331037,A & L EXPRESS TRANSPORTATION LLC,,CLIFTON,NJ
544485,MC,336398,"A & L HARPER TRUCKING  COMPANY, INC.",,NEW EGYPT,NJ
2800276OOS,MC,935330,A & L LOGISTICS INC,,N PLAINFIELD,NJ
3747993,MC,1329336,A & L LOGISTICS LLC,,BAYONNE,NJ
3679361,MC,1279052,A & L SAFE TRANSPORTATION LLC,,NEWARK,NJ
1377794,MC,683541,A & L TRANSPORT LLC,,JERSEY CITY,NJ
3555621,MC,1192343,A & L TRANSPORTATION SERVICES LLC,,SPRINGFIELD,NJ
3923932,MC,1452283,A & M AFFORDABLE LANDSCAPING & TREE SERVICE LLC,,LITTLE FALLS,NJ
1971151,MC,697621,A & M TOWING INC,,RAHWAY,NJ
687488,MC,94668,A & M TRUCKING AND WAREHOUSING SERVICES LLC,,07026 GARFIELD,NJ
,MC,850874,A & M TRUCKING AND WAREHOUSING SERVICES LLC,,CLIFTON,NJ
1913674,MC,685761,A & M TRUCKING CORP,,MARLTON,NJ
2310267,MC,915443,A & M XPRESS LLC,,CARTERET,NJ
3045056,MC,46714,A & N ENTERPRISE LLC,,SWEDESBORO,NJ
3495293,MC,1151749,A & N FREIGHT TRANSPORT INC,,OLD BRIDGE,NJ
2410083,MC,829351,A & N GENERAL CONTRACTOR LLC,SEBASTIAN TRUCKING,PASSAIC,NJ
2366512,MC,813640,A & N TRANSPORT INC,,08108 COLLINGSWOOD,NJ
3613760,MC,1231827,A & O EXPRESS LLC,,VAUXHALL,NJ
3209185,MC,1001777,A & O SERVICES LLC,,NEWARK,NJ
3210809,MC,1002621,A & P AUTO TRANSPORT LLC,,NEWARK,NJ
3450107,MC,1122950,A & P EXPRESS TRANSPORTATION LLP,,NEWARK,NJ
,MC,827608,A & P TOWING LIMITED LIABILITY CO.,,PLAINFIELD,NJ
1415213,MC,535668,"A & P TRANSPORTATION OF SJ, INC.",,MONROEVILLE,NJ
3762294,FF,51883,A & R 786 INC,,EDISON,NJ
,MC,849959,A & R CARIBBEAN MARKET INC,,MAPLEWOOD,NJ
4045609,MC,1531888,A & R EXPRESS SERVICE LLC,,NEWARK,NJ
3220323OOS,MC,1007697,A & R EXPRESS TRUCKING LLC,,MONTCLAIR,NJ
3779635,MC,1352515,A & R FREIGHT LLC,,JERSEY CITY,NJ
3853299,MC,1405235,A & R GOSS LLC,,ROSELAND,NJ
2557346,MC,891834,A & R INSTALLS INC,,CAMDEN,NJ
,MC,241757,"A & R LAND TRANSITIONS, INC.",,JACKSON,NJ
1761264,MC,643840,A & R LOGISTICS LLC,,MILLVILLE,NJ
3769246,MC,1344850,,,,
3107031,MC,80688,A & S EXPRESS LLC,,NORTH BERGEN,NJ
870922,MC,544262,A & S EXPRESS SERVICE LLC,,SADDLEBROOK,NJ
3134879,MC,95344,A & S INTERMODAL CARRIERS INC,,FORDS,NJ
150456,MC,142854,"A & S LEASING CO., INC.",,JERSEY CITY,NJ
2571864OOS,MC,898890,A & S LOGISTICS LLC,,WEST NEW YORK,NJ
612417,MC,302808,"A & S SERVICE TRANSPORT, INC.",,NEWARK,NJ
2385546,MC,927052,A & S SERVICES LLC,,STEWARTSVILLE,NJ
4194659,MC,1617111,A & S STORAGE & TRANS LLC,,WILLINGBORO,NJ
1669142,MC,624096,A & S TOWING LLC,PCH TRUCKING,LINDEN,NJ
3849730,MC,1456923,A & S TRUCK EXPRESS LLC,,DUMONT,NJ
3891488,MC,1430808,A & S TRUCKING LLC,,CLIFTON,NJ
,MC,228900,"A & S TRUCKING, INC.",,NEPTUNE,NJ
3614040,MC,1232003,A & S UNITED EXPRESS INC,,N ARLINGTON,NJ
,FF,59626,A & SONS LANDSCAPING LLC,ALEXANDER MENDEZ,CLIFFSIDE PK,NJ
3355388,MC,1073042,,,,
2971726,FF,784,"A & W TRANSPORTATION SERVICES, INC.",,HELMETTA,NJ
3856239,MC,1407223,A & X TRUCKING LLC,,ELIZABETH,NJ
1964620,MC,709214,A & Y TRANSPORT INC,,BERGENFIELD,NJ
2361349OOS,MC,848090,A & Y TRANSPORT LLC,,CAMDEN,NJ
4052400,MC,1535906,A & Y TRANSPORTATION LLC,,PATERSON,NJ
3414316,MC,1101769,A & Z FREIGHT INC,,WEST NEW YORK,NJ
3295750,FF,33117,A - TEAM SERVICES INC,,SADDLE RIVER,NJ
4189713,MC,1614456,A - Z HAULS,,HARRISON,NJ
569303,MC,277391,A 1 AMERICAN TRANSPORTATION INC.,,LINDEN,NJ
3038120,MC,1169117,A 1 APPLIANCES,,CAMDEN,NJ
1362561,MC,521920,A 1 CARGO CORP,,DEPTFORD,NJ
2026707,MC,712377,A 1 TRUCKING CORP,,EDISON,NJ
2643564,MC,921626,A 2 B TRANSPORTS LLC,,HARRISON,NJ
2233361,MC,507421,A 2 Z TRANSPORT LLC,A 2 Z TRANSPORT,WEEHAWKEN,NJ
3204934,MC,,,,,
143157,MC,140511,A AAAAUTOLOG CORPORATION,,LINDEN,NJ
715823,MC,329429,"A ACE MOVING SYSTEMS, INC.",BOND MOVING & STORAGE CO.,CHERRY HILL,NJ
3759374,MC,1337708,A ACOSTA LOGISTICS CORP,,PATERSON,NJ
939629,MC,388732,"A ACTION FAMILY MOVING CO., INC.",TRANSTAR MOVING SYSTEMS,MOORESTOWN,NJ
4002339,MC,1504593,A AND C TRUCKING SERVICES INC,,RIDGEFIELD PK,NJ
3779178,MC,1352203,A AND D LIMOUSINE SERVICE CORP,,MANALAPAN,NJ
1669035,MC,615018,"A AND D SHIPPING, INC.",,CRANFORD,NJ
1670932,MC,614164,A AND D TRANSPORTATION CORP,LIMOUSINE SERVICE,MANALAPAN,NJ
2546073,MC,886316,A AND M QUALITY LIMO INC,,JERSEY CITY,NJ
1271074,MC,924684,A AND O,OLTION MLLOJA,FAIR LAWN,NJ
2956420OOS,MC,2158,A AND R TOWING LLC,,WEST MILFORD,NJ
3810237,MC,1374798,A AND T TRANSPORTATION LLC,DELIVERIES SERVICES,ELIZABETH,NJ
821722,,,,,,
3785788,MC,1356912,A BELLA TRANSPORTATION,,PATERSON,NJ
1680752,MC,617658,A BEST CHOICE MOVERS CORP,,HACKENSACK,NJ
2248047,MC,734386,A BETTER CAR CARRIER INC,,VOORHEES,NJ
1578397,MC,584452,A C ENTERPRISES LLC,,WALL,NJ
1279767,MC,499066,A C FLEET INC,,ELIZABETH,NJ
2106738,MC,734716,A C M TRUCKING INC,,METUCHEN,NJ
3153817OOS,MC,106338,A C R C TRUCKING LLC,,MONTCLAIR,NJ
3113702,MC,10,,,,
1181238,MC,472195,A CLASS MOVING INC.,SOUTHEAST VAN LINES,BAYONNE,NJ
3799191,MC,1366777,A CLASS TRANSPORT LLC,,CLIFTON,NJ
1145007,MC,458478,"A CLASS TRANSPORTATION, INC.",,MONROE TWP.,NJ
3469684,MC,1135271,A CLASS TRUCKING LLC,,JERSEY CITY,NJ
3708299,MC,,,,,
,FF,11547,A DESIGNER MOVE LLC,,BAYONNE,NJ
,MC,161563,"A E CONSOLIDATED, INC.",,MAHWAH,NJ
3022,MC,37303,A E F - SELOVER TRANSPORTATION INC,,SOUTH RIVER,NJ
3532217,MC,1176287,A E G TRANSPORTATION LLC,,N BRUNSWICK,NJ
2457489,MC,848768,A F LUNA,,,
3295242,MC,1044154,A G R 1 TRUCKING LLC,,EATONTOWN,NJ
3679579,MC,1279206,A G S PRO SERVICES INC,,CARTERET,NJ
2534134OOS,MC,880959,A G T TRUCKING INC,,ELIZABETH,NJ
1155977,MC,461550,A G TRUCK LOGISTICS LLC,,NEWFIELD,NJ
2389193,MC,,,,,
2856506,MC,956340,A I & H  TRANSPORTATION LLC,,RIDGEFIELD PK,NJ
3606939,MC,1227176,A I TOWING,A I TOWING,BLACKWOOD,NJ
3067635,MC,59021,A I TRUCKING LLC,,PERTH AMBOY,NJ
2380211OOS,MC,821671,A J B EXPRESS LLC,,JAMESBURG,NJ
2862578,MC,,,,,
3230612,,,,,,
1580939,MC,618587,A K SYLLA INC,,NEWARK,NJ
978833,MC,233825,"A KING'S LIMO, INC.",,TURNERSVILLE,
1812578,MC,658430,A M G CARRIER INC,,PARLIN,NJ
1017753,MC,424718,"A M J ENTERPRISES, INC.",SUPERIOR FREIGHT SYSTEMS,WILLIAMSTOWN,NJ
2239148,MC,602576,"A M J LOGISTICS, LLC",,WILLIAMSTOWN,NJ
3897997,MC,1435101,A M Q CARRIERS LLC,,PARLIN,NJ
3068993,MC,59880,A M S CARIBE TRANSPORT LLC,,BRIDGEWATER,NJ
1870243,MC,859321,A M S E TRANSPORT CORP,,WOODBRIDGE,NJ
1126409,MC,459846,A M S TRANSPORT CORPORATION,,PATERSON,NJ
2339423,MC,798789,A M TRUCKING CORPORATION,A M TRUCKING AND LOGISTIC,WOODBRIDGE,NJ
344891,MC,221012,"A M W, INC.",,UNION,NJ
1863841,MC,673976,A MICCICHE INC,,VOORHEES,NJ
4216736,MC,1629177,A MOM AND SON MOVING THANGZ LLC,,NEWARK,NJ
3902992,MC,1438427,A MOTHER'S LOVE TRANSPORTATION LLC,,RAHWAY,NJ
3615932,MC,1233382,A N A TRANSPORT LLC,,WEST NEW YORK,NJ
3588434,MC,1214577,A N B SERVICE LLC,,CLIFTON,NJ
3883398,MC,,,,,
,MC,1564973,A NEW CONCEPT IN FURNITURE INC,A NEW CONCEPT IN FURNITURE INC,PERTH AMBOY,NJ
2218083,MC,131060,"A NICER TOUR SERVICE, INC.",,VINELAND,NJ
2552182,MC,891599,A O TRANSPORT LLC,,HAMILTON,NJ
,MC,800010,A P A TRUCK LEASING CORP,,NORTH BERGEN,NJ
3097743,MC,75718,A P EXPRESS CO,,PATERSON,NJ
2198031,MC,763477,A P EXPRESS INC,,TRENTON,NJ
3575304OOS,MC,1205744,A P M W TRUCKING INC,,RIDGEFIELD PK,NJ
,MC,245268,"A P N LEASING, INC.",,LAKEWOOD,NJ
1183739,MC,470063,A PEGASUS LIMOUSINE CORP.,,SO HACKENSACK,NJ
2431811OOS,MC,855374,A PERFECT MOVE LLC,,HASBROUCK HEIGHTS,NJ
2047768,MC,720284,A PERFORMANCE VAN LINES CORP,SILVER STAR MOVERS,CLIFTON,NJ
3498620,MC,1153979,A PLUS CARGO LLC,,PERTH AMBOY,NJ
1181880OOS,MC,555929,A PLUS DELIVERY SERVICE INC,,NEWARK,NJ
4148049,MC,1591808,A PLUS EXPRESS LOGISTICS CORP,,NEWARK,NJ
2436235,MC,840067,A PLUS HOME DELIVERY LLC,,TOMS RIVER,NJ
2422434OOS,MC,834446,A PLUS MOVERS INC,,EAST ORANGE,NJ
1100947OOS,MC,454048,A R T TRANSPORTATION INC.,,JERSEY CITY,NJ
3251573,MC,1023406,A R T TRUCKING LLC,,PERTH AMBOY,NJ
2888992OOS,MC,973850,A R T TRUCKING LLC,,BLOOMFIELD,NJ
2009530OOS,MC,718391,A R TRANSPORT LLC,,PATERSON,NJ
1862359,MC,,,,,
2869867,MC,962080,A S A DELIVERY SERVICES LLC,,ELIZABETH,NJ
1251813,MC,490970,"A S A P TRUCKING OF NJ, INC.",,NORTH BERGEN,NJ
2415540,MC,831593,A S C TRUCKING LLC,,BRIDGEWATER,NJ
3141323,MC,99359,A S CARGO INC,,VOORHEES,NJ
2883467,MC,970774,A S DELIVERY SERVICES LLC,A S DELIVERY SERVICES,PALISADES PARK,NJ
1680962,MC,617713,A S DHILLON TRANSPORT CORP,GM EXPRESS,HILLSBOROUGH,NJ
1750345OOS,MC,640704,A S K TRUCKING LLC,,RAMSEY,NJ
2988204,MC,17684,A S L V TRUCKING LLC,,MONTAGUE,NJ
3947619,MC,1567738,A S MOBILE TRUCK REPAIR LLC,,LANDING,NJ
706541,MC,873316,A S P SERVICES INC,,PISCATAWAY,NJ
1936410,MC,691037,A S P TRUCKING CO,,CLIFTON,NJ
878186,MC,821762,A S W TRANSPORT CORP,,BAYONNE,NJ
3658498,MC,1263875,A SAALHY CONTRACTING LLC,EAGLE TRANSPORTATION,BUDD LAKE,NJ
694060,MC,321755,"A SAFE MOVING SERVICE, INC.",,HACKENSACK,NJ
1173380,MC,627102,A STAR TRUCKING INC,,MOORESTOWN,NJ
3638209,MC,1249136,A T EXPRESS LLC,,RED BANK,NJ
2536480,MC,887526,A T LINE LLC,,LIVINGSTON,NJ
3666343,MC,1269575,A T M BOYZ LLC,,NEWARK,NJ
889853,MC,525436,A T M EXPRESS LTD,,SEWELL,NJ
1330111,MC,582956,A T TRANSPORT INC,,JERSEY CITY,NJ
3167519,MC,115618,A T TRUCKING LLC,,NEW BRUNSWICK,NJ
3088907OOS,MC,70815,A TEAM INSTALLATIONS,,NEWARK,NJ
2443599OOS,MC,843192,A TEAM TRANSPORT LLC,,NORTH HALEDON,NJ
4087890,MC,1556629,A TEAM TRANSPORTATION INC,,E BRUNSWICK,NJ
3787430,MC,1358108,A TEAM TRANSPORTATION LLC,,BLOOMFIELD,NJ
2457488,MC,851332,A TEAM TRUCKING & SONS LLC,,JERSEY CITY,NJ
2818647,MC,939713,A TEAM TRUCKING LLC,,NEWARK,NJ
2544555,MC,885663,A TECH GROUP LLC,,FAIRFIELD,NJ
3307843,MC,,,,,
2780236,MC,926592,A TO Z SERVICE LLC,,RIVERDALE,NJ
,MC,689748,A TO Z SPOTLESS INC,,JACKSON,NJ
473217,MC,240485,"A TO Z TRANSPORTATION, INC.",,PENNSAUKEN,NJ
3547468,MC,1186819,A TO Z TRUCKING LLC,,BAYONNE,NJ
,MC,159919,A TOUCH OF CLASS LIMOUS,,,
3776843,MC,1350534,A V I S TRUCKING CORP,,EAST NEWARK,NJ
2040692,MC,744241,A V L TRANSPORTATION LLC,,HACKENSACK,NJ
3277548,MC,1517619,A V TRUCKING AND SONS LLC,,ELIZABETH,NJ
,MC,49271,A VENIERO & SONS INC,,BELLEVILLE,NJ
4111442,MC,1570478,A VERAS TRUCKING LLC,,EAST ORANGE,NJ
3841006,MC,1396831,A W & SONS LOGISITICS LLC,,DEPTFORD,NJ
2880967,MC,966781,A W Y TRUCKING CORP,,BLOOMFIELD,NJ
3542418,MC,1183244,A WOLFRAN TRANSPORT LLC,,PATERSON,NJ
2496342,MC,864872,A Y TRUCKING LLC,,PATERSON,NJ
522009,MC,264057,"A Z CARRIERS, INC.",,LINDEN,NJ
,FF,58809,A& X ICE CREAM,,MONROE TWP,NJ
,MC,1490099,A&A BUILDING SUPPLIES LLC,,GARFIELD,NJ
2561458,MC,893781,A&A CAR SHIPPERS LLC,,EAST BRUNSWICK,NJ
3447594,,,,,,
3651905,MC,1259095,A&A HANDLING LLC,,CLIFTON,NJ
2572337,MC,899976,A&A LOGISTICS SYSTEM INC,,CARTERET,NJ
3751146OOS,MC,1331577,A&A MOTOR EXPRESS LLC,,SOUTH AMBOY,NJ
3056241,MC,52553,A&A PENA TRANSPORT LLC,,PERTH AMBOY,NJ
2931004,MC,1022786,A&A QUINTANILLA TRUCKING LLC,,VINELAND,NJ
3349272,MC,1070481,A&A TRANSPORT 360 LLC,,WEST DEPTFORD,NJ
4164037,MC,1600586,A&A TRANSPORTT LLC,,NEW BRUNSWICK,NJ
3747673,MC,1329140,A&A TRUCKS SERVICES CORP,,NEWARK,NJ
3189604,MC,134432,A&B EXPRESS LLC,,EAST WINDSOR,NJ
2270727,MC,780483,A&B LIFETIME TRANSPORTATION LLC,,MT LAUREL,NJ
2350740,MC,804718,A&B LOGISTICS INCORPORATED,WORLDWIDE LOGISTICS,WEST NEW YORK,NJ
2422111,MC,104264,A&B LOGISTICS LLC,,ELIZABETH,NJ
4109522,MC,1569341,A&B TOWING AND ROADSIDE SERVICES,,FAIRVIEW,NJ
3924646,MC,1452750,A&B TRANSPORTATION SERVICES LLC,,WEST NEW YORK,NJ
1640533,MC,604466,A&B TRUCKING LLC,,BRIDGEWATER,NJ
3563749,MC,1197897,A&C 17480 LLC,,BURLINGTON,NJ
3381429,MC,1085364,A&C CAR TRANSPORTATION CORP,,FORT LEE,NJ
3679891,MC,1279434,A&C CARGO TRANSPORT LLP,,MILLVILLE,NJ
3315749,MC,1054103,A&C DIVINE TRUCKING LLC,,ELIZABETH,NJ
3807040,MC,1372430,A&C FURNITURE LLC,,CLIFTON,NJ
4095802,MC,1561356,A&C PALLETS SERVICES LLC,,PISCATAWAY,NJ
3535808OOS,MC,1178758,A&C TRUCKING EXPRESS LLC,,PATERSON,NJ
3950616,MC,1470150,A&D CARRIER LLC,,PLAINFIELD,NJ
3440500,MC,1117266,A&D DELIVERY SERVICES LLC,,TOWACO,NJ
3943975,MC,1465644,A&D ENTERPRISE LLC,,WALLINGTON,NJ
4048598,MC,1533646,A&D FIRST CHOICE LOGISTIC LLC,A&D FIRST CHOICE LOGISTIC LLC,PASSAIC,NJ
2556015,MC,891185,A&D FREIGHT LOGISTICS LLC,,ROSELAND,NJ
3639717,MC,1250196,A&D LOGISTIC TEAM LLC,,PASSAIC,NJ
