usdot_number,prefix,docket_number,legal_name,dba_name,city,state
766660,MC,435329,V F TRUCKING CO. INC.,,ROCKAWAY,NJ
3878276OOS,MC,1422061,V FLORES TRUCKING LLC,,EDISON,NJ
1188474OOS,MC,474180,"V G TRANSPORTATION, INC.",,FAIRLAWN,NJ
3012992,MC,30155,V GARCIA TRUCKING LLC,V G TRUCKING,WEST NEW YORK,NJ
4063551,MC,1542332,V GOMEZ LLC,,HACKENSACK,NJ
,MC,1011522,V H MOTTO CONTRACTING INC,,CINNAMINSON,NJ
831259,MC,277612,V I P TOURS & CHARTERS SIGHTSEEING CORPORATION,,HOWELL,NJ
2494822OOS,MC,864238,V J TRANSERVICE LLC,,CLIFTON,NJ
1324779,MC,512367,V L TRUCKING INC,,UNION,NJ
1214631,MC,728144,V M C TRUCKING CORP,,MOUNT LAUREL RD,NJ
3058743,MC,1351129,V M J EXPRESS CORP,,NEWARK,NJ
2426957,MC,5627,V M S TRUCKING LLC,,ALPHA,NJ
3379819,MC,1084582,V M TOWING MULTISERVICES LLC,,ELIZABETH,NJ
,MC,948654,V MATTHEW LOGISTICS CORP,,KEARNY,NJ
3845728,MC,1400085,V N A TRANSPORTATION LLC,,JERSEY CITY,NJ
2553324,MC,889864,V PEREZ TRUCKING LLC,,KEASBEY,NJ
1254657,MC,498224,V R EXPRESS INC,,ELIZABETH,NJ
,MC,861312,V R TRANSPORT CORP,,BERGENFIELD,NJ
4125467,MC,1578648,V SERVICES GROUP LLC,,NEWARK,NJ
2031978,MC,713627,V XPRESS LLC,,KEARNY,NJ
563597,MC,416914,V ZARA HAULING LLC,,COLUMBUS,NJ
3176755,MC,122953,V&D HOLDINGS LLC,LIBERTY SAFES OF SOUTH JERSEY,WILLIAMSTOWN,NJ
1639519,MC,639274,V&E TRUCKING LLC,,NEWARK,NJ
3923828,MC,1452215,V&E TRUCKING LLC,,CLIFTON,NJ
4037613,MC,1527079,V&G IMPROVEMENTS LLC,,BAYONNE,NJ
4153922,MC,1595142,V&G LOGISTICS,V&G LOGISTICS,LINDEN,NJ
3684297,MC,1282749,V&G TRUCKING SERVICES LLC,,SOMERSET,NJ
3073093,MC,62310,V&H EXPRESS LLC,,ELIZABETH,NJ
3511770,MC,1162639,V&H LOGISTIC LLC,,KENILWORTH,NJ
3616362,MC,1233686,V&H TRANSPORT CORP,,NEWARK,NJ
2098177,MC,731881,V&J TRUCKING LLC,,METUCHEN,NJ
,FF,9848,V&J TRUCKING LLC,,METUCHEN,NJ
4165045,MC,1601129,V&K COMPANY LC,,FAIR LAWN,NJ
2822840,MC,941601,V&L TRANSPORT LLC,LUVA TRANSPORT,WOODRIDGE,NJ
4093986,MC,1560224,V&M DELIVERY LLC,,SPOTSWOOD,NJ
3496516,MC,1152533,V&M GRANT TRUCKING LIMITED LIABILITY COMPANY,,UNION,NJ
,MC,840778,V&M WASTE SERVICES LLC,V&M SERVICES,MILLBURN,NJ
3509453,MC,1161142,V&N AUTO TRANSPORT LLC,,CLIFTON,NJ
3575549OOS,MC,1205917,V&R EXPRESS LLC,,NEWARK,NJ
2311383,MC,40753,V&R TRANSPORTATION INC,,WEST MILFORD,NJ
3977352OOS,MC,1488075,V&R'S TRUCKING LLC,,RAHWAY,NJ
1691267,MC,621111,V&S BROTHERS INC,,BRIDGETON,NJ
3406598,MC,1097439,V&S CARGO TRUCK INC,,MATAWAN,NJ
2569250OOS,MC,897595,V&S CARRIER SOLUTIONS INC,,NORTH BERGEN,NJ
1601786,MC,592514,"V&S INFINITY, INC.",,FORT LEE,NJ
3731588OOS,MC,1317459,V&T TRUCKING LLC,,BOGOTA,NJ
4095511,MC,1561182,V&V AUTOLOGISTIC CORP,,CLIFTON,NJ
3695623,MC,1291017,V&V1 TRANSPORT LLC,,TEANECK,NJ
3254345OOS,MC,1024811,V&Y SERVICE CORPORATION,,JERSEY CITY,NJ
1926086,MC,719030,V-LO TRUCKING INC,,PISCATAWAY,NJ
24929,MC,96574,"V. & V. TRUCKING CORP.,",,PATTERSON,NJ
85986,MC,76328,"V. ANN TRUCKING, INC.",,SOUTH KEARNY,NJ
233399,MC,154123,"V. C. TRANSPORTATION CO., INC.",,JERSEY CITY,NJ
1299402,MC,534623,V. C. TRUCKING LLC,,SEWELL,NJ
163344,MC,141348,"V. E. W. TRANSPORTATION, INC.",,SOUTH KEARNY,NJ
,MC,210769,"V. I. P. CONNECTIONS, INC.",,FORT LEE,NJ
430932,MC,238370,"V. I. P. TRANSPORTATION, INC.",,ELIZABETH,NJ
803866,MC,357775,"V. J. S. TRANSPORT, INC.",,RIDGEFIELD PARK,NJ
1231726,MC,478416,"V. M. TRUCKING, LLC",,NEWARK,NJ
894294,MC,211971,"V. MINIERI, INC.",,FREEHOLD,NJ
2856931,MC,956440,V.A. TRUCKING LLC,,KINNELON,NJ
233399,MC,1110,"V.C. TRANSPORTATION CO., INC.",,JERSEY CITY,NJ
963044,MC,449304,V.E.I. LIMOUSINE INC.,V E I LIMO,ABERDEEN,NJ
1256528,MC,492849,V.G. TRANSPORT EXPRESS INC.,,ELIZABETH,NJ
,FF,7205,V.L.H TRUCKING,,PATERSON,NJ
1730905,MC,1167561,V.R.T. INC.,,JACKSON,NJ
3537652,MC,1179989,V7 LOGISTICS LLC,,TRENTON,NJ
2912382,MC,981408,VA CARRIER LLC,,PARAMUS,NJ
3815515,MC,1378669,VA EXPRESS LLC,,VINELAND,NJ
4189834,MC,1614524,VA TRANSPORTATION LLC,,EAST WINDSOR,NJ
3394545,MC,1105222,VAA TRANSPORT INC,,NEWARK,NJ
4110917,MC,1570168,VABS TRUCKING LLC,,VINELAND,NJ
,MC,178216,"VACATIONS AMERICA TOURS, INC.",,FAIRVIEW,NJ
,FF,34739,VACE TRUCKING SERVICES LLC,,LINDEN,NJ
3761182,MC,1339064,VACHE TRANSPORTATION LLC,,MILLTOWN,NJ
1816629,MC,659588,VADAR TRUCKING INC,,HAMILTON SQUARE,NJ
3575659,MC,1205996,VADER TRANSPORT LLC,,GARFIELD,NJ
,MC,923992,VADILAL INDUSTRIES USA INC,,SOUTH PLAINFIELD,NJ
4018748,MC,1522519,VADIMAST EXPRESS LLC,,FLORHAM PARK,NJ
1666147,MC,629255,VAHL INTERNATIONAL ENTERPRISES INC,,WILLINGBORO,NJ
982302,MC,165416,"VAILSBURG BUS CO., INC. A CORPORATION",,NEWARK,NJ
4168164,MC,1602696,VAISHALI PATEL,,LITTLE FERRY,NJ
1721980,MC,658344,VAJ EXPRESS LLC,,GARFIELD,NJ
1678880,MC,617099,VAL AUTO LLC,,MILLSTONE,NJ
2798673,MC,934923,VAL EXPRESS LLC,,BEDMINSTER,NJ
74242,MC,3469,VAL MOTOR FREIGHT,,IRVINGTON,NJ
2381485OOS,MC,817925,VAL TRANSPORT INC,,WOODBRIDGE,NJ
788743,MC,352153,VAL TRANSPORT INC.,,TOMS  RIVER,NJ
3006704OOS,MC,26954,VAL TRUCKING CORP,,OLD BRIDGE,NJ
3829941,MC,1388938,VAL-BA TRUCKING INC,,LINDEN,NJ
1303464,MC,505463,"VALANTY EXPRESS, L.L.C.",,DOVER,NJ
4129136,MC,1601639,VALCAMIXPRESSLLC,,MONTVALE,NJ
2977685,MC,1057347,VALCAR AUTO REPAIR & TIRES LLC,,TRENTON,NJ
3257323,MC,1026242,VALCAR DISTRIBUTION LLC,,BRIDGETON,NJ
3932683,MC,1458049,VALCAR LOGISTICS LLC,,N PLAINFIELD,NJ
3162362,MC,112104,VALCON COURIERS INC,VALCON COURIERS,JERSEY CITY,NJ
3163357,MC,112779,VALDES & SON EXPRESS LLC,,JERSEY CITY,NJ
4063220,MC,1542138,VALDEZ CARGO VAN LLC,,PERTH AMBOY,NJ
2450272,MC,845816,VALDEZ EXPRESS LLC,,TEANECK,NJ
3244731OOS,MC,1019847,VALDEZ LOGISTICS LLC,BOX TRUCK COMPANY,ELIZABETH,NJ
2431614,MC,843014,VALDEZ TRANSPORT LLC,,ENGLEWOOD,NJ
4141082,MC,1587760,VALDEZ TRANSPORTATION LLC,,LODI,NJ
2530661,MC,879401,VALDEZ TRANSPORTATION LLC,,PERTH AMBOY,NJ
1421917,MC,740058,VALDEZ TRUCKING LLC,,SOUTH AMBOY,NJ
3816462,MC,1379377,VALDOR ENTERPRISES LLC,,ROSELLE,NJ
4202621,MC,1621604,VALE AUTO TRANSPORTATION LLC,,CINNAMINSON,NJ
2939401,MC,993801,VALE EXPRESS TRUCKING LLC,,CRANFORD,NJ
3850931OOS,MC,1403647,VALENCIA ENTERPRISES LLC,,ELIZABETH,NJ
3571173,MC,1203003,VALENCIA EXPRESS CORP,,HACKENSACK,NJ
1830145,MC,849367,VALENCIAS TRANSPORT CORP,,HILLSDALE,NJ
288855,MC,198844,VALENTE AIR EXPRESS,,ELIZABETH,NJ
,MC,276303,"VALENTE AIR EXPRESS, INC.",,NEWARK,NJ
24925,MC,978,"VALENTI, SAM",,BROOKLYN,NJ
3691026,MC,1287709,VALENTIN TRANSPORTATION CORP,,WEST NEW YORK,NJ
4101623OOS,MC,1564695,VALENTINA EXPRESS LLC,,PATERSON,NJ
3849653,MC,1403664,VALENTINA LOGISTICS LLC,,PARAMUS,NJ
2994934,MC,20945,VALENTINA TRUCKING LLC,,MORRISTOWN,NJ
764433,MC,344000,"VALENTINE ASSOCIATES  GROUP, INC.",,HACKETTSTOWN,NJ
3334296,MC,1063094,VALENTINE EXPRESS LLC,,CHERRY HILL,NJ
,MC,960213,VALENTINE'S TRUCKING LLC,,WILLIAMSTOWN,NJ
2516447,MC,873164,VALENTINO TRANSPORT INC,,JERSEY CITY,NJ
881146,MC,390515,"VALENTINO TRANSPORT, INC.",,MORRIS PLAINS,NJ
3493146,MC,1151453,VALENTINO TRUCKING LLC,,UNION CITY,NJ
3431296,MC,1111805,VALENTINS TRUCKING LLC,,CHERRY HILL,NJ
3061815,MC,55722,VALERI TRUCKING LLC,,HACKETTSTOWN,NJ
,MC,234284,VALERIANO GUZMAN,GUZMAN TRUCKING,BAYONNE,NJ
2269809OOS,MC,775075,VALERIAS TRUCKING CORP,,NORTH BERGEN,NJ
3772112,MC,1346995,VALERIE INVESTMENTS LLC,,EAST ORANGE,NJ
1993453,MC,704713,VALERIE TRANSPORT LLC,,ELIZABETH,NJ
3355918OOS,MC,1073319,VALERIO DIAZ TRUCKING LLC,,PERTH AMBOY,NJ
4054014,MC,1536831,VALERIO FERNANDEZ TRANSPORT LLC,,N BRUNSWICK,NJ
3767565,MC,1343736,VALERIO LOGISTICS LLC,,ATLANTIC CITY,NJ
2927323,MC,988007,VALERIO TRANSPORT LLC,,PERTH AMBOY,NJ
,MC,1031765,VALERIO TRANSPORTATION LLC,,PATERSON,NJ
3497053,MC,1152898,VALERIO TRUCKING LLC,,PERTH AMBOY,NJ
4142593,MC,1588658,VALERIO VARGAS LLC,,EAST ORANGE,NJ
239899,MC,167591,"VALERIOTE BUS CO., INC.",,BAYONNE,NJ
3517527,MC,1166367,VALERY & MARLYS TRUCKING LLC,,KEARNY,NJ
3491133,MC,1149033,VALERY R TRUCKING LLC,,ELIZABETHPORT,NJ
3745238,MC,1327323,VALEZA LLC,,PARAMUS,NJ
2343046,MC,816842,VALIANT CONTRACTING LLC,,LAKE HOPATCONG,NJ
3609528,MC,1228979,VALKRYIE LOGISTICS LLC,,GALLOWAY,NJ
3856837,MC,1407621,VALLEJO TRUCKING LLC,,PATERSON,NJ
3609662,MC,1229056,VALLES CARGO SERVICES LLC,,WEST NEW YORK,NJ
2989481,MC,18295,VALLES TRANSPORTATION LLC,,LITTLE FERRY,NJ
3868311,MC,1415443,VALLEY DELUXE CLEANERS AND INTERIORS INC,FABRIC RENEWAL,BLOOMINGDALE,NJ
248360,MC,225010,"VALLEY FREIGHT SYSTEMS, INC.",,PATERSON,NJ
2958642,MC,3354,VALLEY HAULING LLC,,JACKSON,NJ
2357499,MC,807628,VALLEY ROAD EXPRESS LLC,,WAYNE,NJ
3293335,MC,1043245,VALLEY TRANSPORTATION LLC,,NORWOOD,NJ
,MC,152011,"VALLEY TRUCK RENTALS CO., INC.",,JACKSON,NJ
143329,MC,140048,"VALLEY WAREHOUSE AND TRUCKING, INC.",,EAST RUTHERFORD,NJ
1301479,MC,658896,VALLEY WASTE REMOVAL LLC,,JACKSON,NJ
3800599,MC,1367815,VALLORE TRANSPORT LLC,,LINDEN,NJ
4088118,MC,1556734,VALMA SERVICE INC,VALMA SERVICE,BAYONNE,NJ
1763136,MC,644391,VALMES TRANSPORTATION CORP,,ELMWOOD PARK,NJ
4005478,MC,1506618,VALOR ONE LLC,,ISELIN,NJ
1855060OOS,MC,671518,VALPI TRUCKING LLC,,NEWARK,NJ
1575702,MC,583506,VALPO-TRANS TRUCKING CORP,,KEARNY,NJ
3057514,MC,53306,VALQUI TRANSPORTATION CORP,,PATERSON,NJ
3433344,MC,1113050,VALS LT TRUCKING LLC,,SOUTHAMPTON,NJ
2161688,MC,751264,VALTAIR SOUZA,,KENILWORTH,NJ
2137172OOS,MC,744077,VALTERI'S EXPRESS LIMITED LIABILITY COMPANY,,LYNDHURST,NJ
3777123,MC,1350740,VALU GROUP LLC,,PASSAIC,NJ
3979043,MC,1489227,VALU RENTALS LLC,,PASSAIC,NJ
1519685,MC,586447,VALUE INDUSTRY INC,,NEWARK,NJ
2220064,MC,190431,"VALUE LEASE, INC.",,RED BANK,NJ
,MC,1070126,VALUE SOURCE LOGISTICS LLC,,PLAINFIELD,NJ
3192609OOS,MC,137686,VALUE TOWING AND RECOVERY,,HOPATCONG,NJ
815003,MC,453388,VALUE TOWING CORPORATION,,BRIDGEWATER,NJ
1679619,MC,617261,VALUE TRANSPORTATION SERVICES INC,,WOODBRIDGE,NJ
1606169,MC,593966,VALVERDE BROTHERS CORP,,MOONACHIE,NJ
3825326,MC,1385663,VALVERDE TRANSPORT CORPORATION,,NEWARK,NJ
2133245,MC,743397,VALVERDE'S TRUCKING CORP,,ROSELLE PARK,NJ
,MC,911977,VALVETEK UTILITY SERVICE INC,,KENILWORTH,NJ
4130408,MC,1581536,VAM TRANSPORTATION LLC,,EDISON,NJ
2981564,MC,1060357,VAM TRUCKING LLC,,CLIFFSIDE PARK,NJ
2450500,MC,910001,VAMVAS TRANSPORTATION SERVICE LIMITED LIABILITY COMPANY,,BEACHWOOD,NJ
3049877OOS,MC,49272,VAN & VAN SERVICES LLC,,NORTH BERGEN,NJ
18720,MC,1486,VAN BRUNT & SON INC,,SAYREVILLE,NJ
3837414,MC,1394285,VAN DUDE LLC,,NEWTON,NJ
209928,MC,151567,"VAN ECK & LOSITO TRUCKING, INC.",,WAYNE,NJ
4179188,MC,1608744,VAN EPPS INSULATION LLC,SPRAY FOAM GENIE,PENNSAUKEN,NJ
2175375,MC,755509,VAN EXPRESS LLC,,FAIRFIELD,NJ
964722,MC,379218,"VAN GO, INC.",VAN GO,EDGEWATER PARK,NJ
261027,MC,174876,"VAN HEE ASSOCIATES, INC.",,COLLINGSWOOD,NJ
1706378,MC,636018,VAN HOUTEN HAULING LLC,,SUSSEX,NJ
2456092,MC,848180,VAN MAN ENTERPRISES LLC,,PALISADES PARK,NJ
479605,MC,252158,VAN MASTER INC.,,FAIRFIELD,NJ
507002,MC,259171,"VAN NORDEN ENTERPRISES, INC.",,EDGEWATER PARK,NJ
18722,MC,149025,"VAN NORTWICK BROS., INC.",,TOMS RIVER,NJ
291493,MC,189263,"VAN OMMEREN CARRIER SERVICES, INC.",,CRANFORD,NJ
494736,MC,255959,"VAN POOL, INC.",,RIDGEFIELD,NJ
,MC,1355115,VAN TRANSPORT SERVICES LLC,,NEWARK,NJ
2097300,MC,731566,VAN WITH A MAN LLC,,MANALAPAN,NJ
3498339OOS,MC,1153766,VANCE & SONS TRUCKING LLC,,JERSEY CITY,NJ
4199533,MC,1619862,VANCO SUPPLY LLC,,MAHWAH,NJ
4034881,MC,1525385,VANCOL EXPRESS LLC,,MOONACHIE,NJ
516062,MC,245657,"VANDER PLAAT LIVERY,  L.L.C.",,FRANKLIN LAKES,NJ
3674473,MC,1274822,VANDERBILT TRANSPORTATION  LLC,,NEWARK,NJ
350931,MC,184613,"VANDERHOOF TRANSPORTATION CO., INC.",,WEST ORANGE,NJ
325795,MC,212420,"VANESSA EXPRESS CO., INC.",,JERSEY CITY,NJ
2374725,MC,889954,VANESSA EXPRESS LLC,,DOVER,NJ
1554729,MC,577886,VANESSA TRANSPORT INC,,LINDEN,NJ
1708956,MC,751213,VANESSA TRUCKING INC,,PASSAIC,NJ
4062503,MC,1541745,VANGOMOVERS LLC,,BLOOMFIELD,NJ
492678,MC,404783,"VANGUARD RESEARCH INDUSTRIES, INC.",,SOUTH PLAINFIELD,NJ
,MC,199419,"VANGUARD RESOURCES, INC.",,SECAUCUS,NJ
18723,MC,124151,VANGUARD TRANSPORTATION INCORPORATED,,CARTERET,NJ
2898355,MC,974489,VANGUARD TRANSPORTATION LLC,,BERGENFIELD,NJ
3995702,MC,1500267,VANGUARD TRUCKING LLC,,SOUTH RIVER,NJ
3158557,MC,109546,VANI TRANSPORTATION LLC,,ABSECON,NJ
4059192,MC,1539820,VANILLA TRUCKING LLC,,NEWFIELD,NJ
1335251,MC,606466,"VANIMAN'S TRUCKING, LLC",,MILMAY,NJ
3874415,MC,1419493,VANNT CARRIERS LLC,,WESTAMPTON,NJ
529810,MC,265147,"VANSOR ENTERPRISES, INC.",FALCON X-PRESS,CLIFTON,NJ
3464659,MC,1132058,VANTAGE TRANSPORT SERVICES,,DELANCO,NJ
2160324OOS,MC,792173,VANU TRANSPORT INC,,NEWARK,NJ
3576869,MC,1206794,VANY DELIVERY LLC,,PATERSON,NJ
3884885,MC,1426459,VAR TRUCKING LLC,,ELIZABETH,NJ
4086594,MC,1555859,VARBL TRUCKING LLC,,PATERSON,NJ
2800995,MC,989606,VARGAS 1 TRUCKING LLC,,PATERSON,NJ
769904,MC,346844,"VARGAS FOOD DISTRIBUTOR, INC.",,SADDLE BROOK,NJ
3993996,MC,1499138,VARGAS FREIGHT CORP,,CLIFTON,NJ
3288304,MC,1081556,VARGAS HERNANDEZ TRUCKING LLC,,NORTH BERGEN,NJ
2903026,MC,976883,VARGAS K TRANSPORT LLC,,ELIZABETH,NJ
,MC,1465413,VARGAS ROAD SERVICES CORP,,RIVERDALE,NJ
1945932,MC,713903,VARGAS TRUCKING LLC,,FREEHOLD,NJ
3949875,MC,1469590,VARGAS TRUCKING LLC,,BOUND BROOK,NJ
4026417,MC,1520039,VARGASG TRUCKING LLC,,WOOD RIDGE,NJ
,FF,50724,VARIANT SERVICES INC,,RIVER VALE,NJ
3544278OOS,MC,1193244,VARMILLION FREIGHT LLC,,EAST ORANGE,NJ
3924200,MC,1452469,VARONA LLC,,SAYREVILLE,NJ
1803739,MC,655771,VARSITY CAR & LIMOUSINE SERVICE LLC,,WEST ORANGE,NJ
,MC,655770,VARSITY CAR & LIMOUSINE SERVICE LLC,,WEST ORANGE,NJ
2192496,MC,760926,VARSITY MOVING LLC,,HOWELL,NJ
3158265OOS,MC,109325,VARSITY TRANSPORTATION LLC,,PERTH AMBOY,NJ
813963,MC,361759,VARSOVIA EXPRESS,,SOUTH AMBOY,NJ
1866707,MC,691542,VAS TRUCKING INC.,,CHATHAM,NJ
2339744,MC,798906,VASCO DA GAMA CORP,,ELIZABETH,NJ
,MC,1024750,VASESOURCE SHOWROOM INC,VASESOURCE,FAIRFIELD,NJ
930146,MC,433214,VASILI  ABLASCHAI,ABLASCHAI TRANSPORT,PATERSON,NJ
3988007,MC,1495217,VASILI'S TRANSPORTATION,,DOVER,NJ
3734254,MC,1319376,VASQUEZ TRANSPORTATION LLP,,WEST DEPTFORD,NJ
3316212,MC,1054323,VASQUEZ UNITED TRANSPORT LLC,,NORTH BERGEN,NJ
4107217,MC,1568036,VASS LOGISTICS INC,,KEARNY,NJ
650025,MC,306550,"VASS MASS TRANSIT ASSOCIATES (VMTA), INC.",,MT. LAUREL,NJ
2554806,MC,890534,VASS TRANSPORT INC,,KEARNY,NJ
529481,MC,265326,"VAST LOGISTICS, INC.",,BARNEGAT,NJ
3590437,MC,1215940,VASU TRANSPORT LLC,,RUNNEMEDE,NJ
3015216,MC,31341,VATS TRUCKING LLC,,SOMERSET,NJ
,FF,19774,VAUGHAN CONSTRUCTION AND EXCAVATION INC,,ATLANTIC HLDS,NJ
,MC,24930,VAUGHAN CONSTRUCTION AND EXCAVATION INC,,ATLANTIC HLDS,NJ
1034076,MC,776159,VAUGHN HAYE,TRANZ TRUCKING,LITTLE FERRY,NJ
4219879,MC,1630906,VAV BRAVE WAY LLC,,SOUTH AMBOY,NJ
3621338OOS,MC,1237091,VAVAL LOGISTICS LLC,,LINDEN,NJ
3638808,MC,1249562,VAYA TRUCKING INC,,SOUTH AMBOY,NJ
1470360,MC,555253,VAYE LUMA CORP,,NEWARK,NJ
3020397,MC,1400813,VAYPESA TRUCKING LLC,,TRENTON,NJ
3952443OOS,MC,1471396,VAZ GENERAL CONSTRUCTION LLC,,NEWARK,NJ
4066579,MC,1544037,VAZ TRANSPORTATION LLC,,JACKSON,NJ
,MC,1069773,VAZMAR LOGISTICS LLC,,FREEHOLD,NJ
4029036,MC,1521673,VAZQUEZ TWINS LLC,,WAYNE,NJ
514575,MC,261963,"VAZQUEZ, INC.",,SPARTA,NJ
3151760,MC,1007122,VB FREEDOM LOGISTICS INC,,SAYREVILLE,NJ
3286389,MC,1039936,VB TRANSPORTATION LLC,,VINELAND,NJ
2099463OOS,MC,732293,VB TRUCKING LLC,,GARFIELD,NJ
3621198,MC,1236990,VBCS TRUCKING LLC,,NEWARK,NJ
,FF,26918,VBFREEDOM LOGISTICS INC,,SAYREVILLE,NJ
1532586,MC,571202,VBJ ENTERPRISES INC,,EDISON,NJ
3229326,MC,1012143,VBK LOGISTICS LLC,,NEW BRUNSWICK,NJ
3260071OOS,MC,1027574,VBL & D LLC,,LODI,NJ
3789974,MC,1360008,VBM TRANSPORT LLC,,WALLINGTON,NJ
1893911,MC,1585391,VBM TRUCKING INC,,HARRISON,NJ
2247080,MC,718471,"VBPJW ACQUISITIONS, LLC",VAN BRUNT LOGISTICS,ELIZABETH,NJ
3396261,FF,37176,VC LAND,,HILLSBOROUGH,NJ
1657667,MC,617719,VC LOGISTICS INC,,BOONTON,NJ
2360638OOS,MC,808978,VC TRANSPORT LLC,,KEARNY,NJ
1554537,MC,238882,"VC TRUCKING SERVICES, LLC",,ELIZABETH,NJ
4152212,MC,1594197,VCASTILLO TRANSPORT LLC,,PATERSON,NJ
2814085,MC,938275,VCL LOGISTICS,VCL TRANSPORTATION,FAIRFIELD,NJ
2539682,MC,883467,VCM TRUCKING LLC,,CARTERET,NJ
811422,MC,385592,"VCP TRUCKING, INC.",,VINELAND,NJ
4126291,MC,1579141,VCR LOGISTICS LLC,,ELIZABETH,NJ
3506039,MC,1158909,VCS LOGISTICS LLC,,JERSEY CITY,NJ
3919331,MC,1449194,VCS TRUCKING LLC,,ELIZABETH,NJ
3670146,MC,1272326,VD TEAM LLC,,CLIFTON,NJ
2412233,MC,830217,VD1 TRUCKING LLC,,CRANFORD,NJ
2350639,MC,1055969,VDJ CARRIER CORP,,BAYONNE,NJ
3418784,MC,1104564,VDJ HOPE LLC,,TRENTON,NJ
3194627,MC,140830,VDO TRUCKING LLC,,CARLSTAD,NJ
3810335,MC,1374869,VDOT LLC,,BUDD LAKE,NJ
3872642,MC,1418331,VDYR TRUCKING LLC,,UNION CITY,NJ
3555192,MC,1192026,VE VERDE EXPRESS,,PERTH AMBOY,NJ
3034378,MC,41174,VE VERDE LOGISTICS LLC,,TRENTON,NJ
3271341,MC,1032808,VE VERDE TRANSPORT LLC,,EDISON,NJ
2152847,MC,748550,VEACESLAV LAI,,LONG BRANCH,NJ
495572,MC,199866,"VECKRIDGE CHEMICAL COMPANY, INC.",,SOUTH KEARNY,NJ
2348074,MC,846521,VECTOR INNOVATION TECHNOLOGY LLC,,NEWARK,NJ
2567815,MC,896978,VECTOR MOVING LLC,,SCOTCH PLAINS,NJ
2983159,MC,22608,VECTURA LOGISTICS LLC,,CAMDEN,NJ
,FF,18868,VECTURA LOGISTICS LLC,,CAMDEN,NJ
4062638,MC,1541813,VEDORIUM TRANSPORTATION LLC,,CARTERET,NJ
3453567,MC,1125060,VEE TRUCKING AND TRANSPORTATION LLC,,JERSEY CITY,NJ
1598376,MC,591323,VEECO HOLDINGS LLC,VEECO SERVICES,NORTH BERGEN,NJ
2239035,MC,601371,"VEECO HOLDINGS, LLC",STG BROKERAGE,NORTH BERGEN,NJ
106812,MC,304311,"VEECO SERVICES, INC.",,NORTH BERGEN,NJ
2148357OOS,MC,747145,VEERS TRANSPORT INC,,KEARNY,NJ
3784979OOS,MC,1356317,VEES TRUCKING ENTERPRISE LLC,,IRVINGTON,NJ
3780001,MC,1352760,VEET TRUCKING COMPANY LLC,,JERSEY CITY,NJ
3524379,MC,1170996,VEET TRUCKING INC,,MONROE TWP,NJ
1357561,MC,520635,VEGA DEVELOPMENT LLC,,RANDOLPH,NJ
2283148,MC,796207,VEGA JC TRUCKING LLC,,07876 SUCCASUNNA,NJ
4137095,MC,1585393,VEGA LLC,ESSEX CARGO LOGISTICS,NEWARK,NJ
3569218,MC,1201692,VEGA LOGISTICS NJ LLC,,NEW PROVIDENCE,NJ
3786495OOS,MC,1357430,VEGA TRANSPORTATION SERVICE,,GLOUCESTER CITY,NJ
3840357,MC,1396375,VEGA TRUCKING EXPRESS LLC,,KEANSBURG,NJ
3329365,MC,1522434,VEGA'S TRANSPORTATION LLC,,EGG HBR TWP,NJ
,MC,1060706,VEGA'S TRANSPORTATION LLC,,EGG HBR TWP,NJ
4205984,FF,63542,VEGA'STRANSPORTATION LLC,,GLASSBORO,NJ
4205984,MC,1623400,VEGA'STRANSPORTATION LLC,,GLASSBORO,NJ
,MC,94153,VEGAS TRANS LLC,,WHARTON,NJ
2206622,MC,803916,VEGAS TRANSPORT LLC,,CLIFTON,NJ
3100791,MC,77346,VEGAS TRUCKING LLC,,WEST NEW YORK,NJ
3222644,MC,1008872,"VEGASTRANS2018, LLC",,PASSAIC,NJ
1653847,MC,741335,VEHICLE LOGISTICS SOLUTIONS LLC,,BEDMINSTER,NJ
2248493,MC,741336,VEHICLE LOGISTICS SOLUTIONS LLC,,BEDMINSTER,NJ
963960,MC,470170,VEHICLE TOWING SERVICE LLC,VTS,SICKLERVILLE,NJ
1521711,MC,568603,VEHICLE TRANSPORT SERVICES INC,,NEWARK,NJ
3781167,MC,1353606,VEIGA TRANSPORT & LOGISTICS LLC,,PLAINFIELD,NJ
3486234OOS,MC,1145908,VEIGA TRUCKING,,PLAINFIELD,NJ
2178503,MC,787740,VEINTIMILLA SERVICES LLC,,NEWARK,NJ
3754916,MC,1334427,VEISMO TRANSPORT LLC,,BOONTON,NJ
3506720,MC,1159363,VEK LOGISTICS LLC,,NEWARK,NJ
4113267,MC,1571513,VELA TRANSPORTATION LLC,VELA TRANSPORTATION LLC,UNION CITY,NJ
2724074,MC,925241,VELA TRANSPORTATION LLC,,ELIZABETH,NJ
2933934,MC,991062,VELAMONTE LOGISTICS LLC,,ELIZABETH,NJ
3643199,MC,1252786,VELASCO LOGISTICS LLC,,GALLOWAY,NJ
1217972,MC,484221,VELASQUEZ TRUCKING INC,VELASQUEZ TRUCKING,JERSEY CITY,NJ
2558400OOS,MC,892304,VELAWAY INTERNATIONAL INC,,MONTVILLE,NJ
4062083,MC,1541516,VELAZQUEZ TRANSPORT LLC,,WOODSTOWN,NJ
2637931,MC,919132,VELCOR LOGISTICS SYSTEMS LIMITED LIABILITY COMPANY,,CARTERET,NJ
2509172OOS,MC,870140,VELES EXPRESS LLC,,GARFIELD,NJ
